username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,,,
";2020-01-10 23:34;1;1;""You wouldn't be trying to Ulsterise the Scottish Independence debate", once again would you? As for another referendum," you seem terrified about Scotland having one. Especially when you keep telling us when there's no support Independence In Scotland. More Tory lies."";;;;""1215778980483227651"";https://twitter.com/JohnCoy29071630/status/1215778980483227651",,,,,,,,,
";2020-01-10 23:30;0;0;""Fuck off you bad loser. Looking forward to the next Scottish fake independence referendum and you losing again. It's habitual."";;;;""1215777932372783104"";https://twitter.com/TomosBombadil/status/1215777932372783104",,,,,,,,,,,
";2020-01-10 23:16;0;2;""SNPs contempt for Scotland continues as Scottish schools"," hospitals and the economy continues to suffer whilst SNP politicians and nationalist newspapers continue to witter on about independence despite being having already been rejected in a once in a generation referendum. https://twitter.com/hendopolis/status/1215763002349309953 …"";;;;""1215774513062981632"";https://twitter.com/ComfortableBlue/status/1215774513062981632",,,,,,,,,,
";2020-01-10 23:04;0;0;""I find the fact that he wants a 2nd referendum on Brexit and Scottish independence clear evidence that he is NOT a democrat. His understanding of democracy is he can ignore the result if he doesn't get the outcome he wants."";;;;""1215771348074749961"";https://twitter.com/rak_richard/status/1215771348074749961",,,,,,,,,,,
";2020-01-10 22:48;0;1;""Brian Cox has called for a second referendum on Scottish independence. Amazing"," its cool it'll grant freedom in achieve his dreams as a lead # Brian.pic.twitter.com/BCZRocvusB"";;;#;""1215767317109493761"";https://twitter.com/Richard99611203/status/1215767317109493761",,,,,,,,,,
";2020-01-10 22:40;0;0;""Was that the test which we applied in the 2015 GE where the pro-Brexit referendum party only won 36% of the popular vote. Dud it apply in 2010 when the LibDems only won 22% of the vote & got their referendum. Or are you ONLY willing to apply it to the Scottish Indy Referendum?"";;;;""1215765268867297282"";https://twitter.com/Rogue_74/status/1215765268867297282",,,,,,,,,,,
";2020-01-10 22:38;0;1;""She's anti-Scottish referendum"," which seems a reason not to vote for her."";;;;""1215764826296930307"";https://twitter.com/velvetsilk/status/1215764826296930307",,,,,,,,,,
";2020-01-10 22:33;0;1;""You spoke about respecting the will of the Scottish people. Who voted No. The very next day you lot were banging on about wanting another referendum. How was our will respected then? If a party wins an election the opposition don’t immediately start banging on about another one"";;;;""1215763581154840576"";https://twitter.com/ladyofshallot68/status/1215763581154840576",,,,,,,,,,,
";2020-01-10 22:14;0;0;""Wow he's obviously tapped into the mood of the people ....... 2 nd referendum on Brexit", Scottish referendum on Independence," referendum on the Royals why not just have a referendum on each of this issues to see if we want a referendum"";;;;""1215758736893063169"";https://twitter.com/Scottturnbull10/status/1215758736893063169",,,,,,,,,
";2020-01-10 22:08;2;4;""Feel your pain Richard. The day after the 2014 Scottish referendum"," Cameron introduced EVEL - effectively demoting Scottish MP's to second class. WM has turned the screw ever since. We voted to remain in the EU. Our politicians ignored for over 3 years. Now we face a power grab."";;;;""1215757275148750851"";https://twitter.com/YesWeCan_scot/status/1215757275148750851",,,,,,,,,,
";2020-01-10 22:07;0;0;""Forgive me for eavesdropping. But where does the nationalism end? Do the Scots"," who don't even speak English and don't think of themselves as Scottish get their independence as well? My true concern is also the attempt to disregard the previous referendum."";;;;""1215757089370509318"";https://twitter.com/Nicholas_J_Reid/status/1215757089370509318",,,,,,,,,,
";2020-01-10 22:05;0;1;""Don't I recall hearing that the 2014 referendum on Scottish independence was a ""once in a generation"" event? Who was that bloke who kept repeating it? Alex something. And the lady? Nichola something? Or did I imagine it? https://twitter.com/pickledpuffin/status/1215738881812893697 …"";;;;""1215756654060417024"";https://twitter.com/Working74649362/status/1215756654060417024",,,,,,,,,,,
";2020-01-10 22:02;0;0;""In the 2015 election", following the referendum," the SNP & pro-independence Scottish Greens polled 51.3% of the vote. In 2019 the SNP & Scottish Greens polled 46.0% of the vote."";;;;""1215755811315757058"";https://twitter.com/allanholloway/status/1215755811315757058",,,,,,,,,
";2020-01-10 22:01;0;0;""They voted in the Scottish referendum before the Brexit referendum ", now Brexit is happening," they will vote differently in # indyref2"";;;#;""1215755660467544065"";https://twitter.com/martyj21/status/1215755660467544065",,,,,,,,,
";2020-01-10 21:49;0;0;""Obs’ly not", because in a ‘Scottish only’ referendum & in the latest HR & General elections they have received less than 50% of the vote. If they weren’t totally nationalist with only # Scexit on the brain," THEN they might ‘speak’ for Scotland. But re the binary remain/leave UK? No"";;;#;""1215752453473304576"";https://twitter.com/SteveSayersOne/status/1215752453473304576",,,,,,,,,
";2020-01-10 21:43;9;21;""“There is no mandate for an independence referendum” “The Scottish Parliament has voted twice now to have it” “Yes but that’s just your pretendy make-believe Parliament we don’t have to listen to them” Great. # IndyRef"";;;#;""1215750995482988546"";https://twitter.com/sn_hulme/status/1215750995482988546",,,,,,,,,,,
";2020-01-10 21:39;0;1;""A vote for the SNP was a vote to stop Brexit and for Scotland's future to be determined by the people of Scotland. They won the election overwhelmingly. The Conservative and Unionists manifesto was entirely to stop another Scottish referendum. They lost.. spectacularly."";;;;""1215749967668830213"";https://twitter.com/GraemeGoodall29/status/1215749967668830213",,,,,,,,,,,
";2020-01-10 21:06;3;3;""The Scottish independence referendum shows that young people can be mobilized politically given the right circumstances https://www.democraticaudit.com/2015/11/07/the-scottish-independence-referendum-shows-that-young-people-can-be-mobilized-politically-given-the-right-circumstances/ …"";;;;""1215741769624641537"";https://twitter.com/PJDunleavy/status/1215741769624641537",,,,,,,,,,,
";2020-01-10 21:05;0;3;""I’m sure the vast majority of Scottish people know not to believe the media"," especially after the referendum. I think the tweet saying this acc is a troll is right. We’re all learning who to trust as we go along aren’t we?"";;;;""1215741448991203328"";https://twitter.com/DonnaWarburton1/status/1215741448991203328",,,,,,,,,,
";2020-01-10 20:53;0;0;""That's now a fact", isn't it? (As a federalist floating voter cat who's SNP," but never in a Scottish Independence referendum ... until now.) Reasons? Many. # Windrush # SettledStatus # ChildRefugees # Brexit # CambridgeAnalytica-that #doesn't work @ carolecadwalla? # RussiaReport"";;@;# # # # # #doesn #;""1215738352034512901"";https://twitter.com/oculusaye/status/1215738352034512901",,,,,,,,,
";2020-01-10 20:39;0;0;""Was the will of the Scottish people to revisit the independence question THE DAY AFTER THE REFERENDUM? Because that’s what happened"," and you haven’t shut up about it for one second ever since. So what are you the barometer of?"";;;;""1215735012676554752"";https://twitter.com/ladyofshallot68/status/1215735012676554752",,,,,,,,,,
";2020-01-10 20:35;0;0;""Yet no majority for Scottish independence since the original vote"," it could hardly be said there was clear support for another referendum."";;;;""1215733877752451072"";https://twitter.com/Hog8oy/status/1215733877752451072",,,,,,,,,,
";2020-01-10 20:25;0;1;""Another Tory Msp who takes a salary from the Scottish electorate & it's democratically elected Parliment while in denial that Scotland voted to remain & we have a mandate for a referendum."";;;;""1215731397396176896"";https://twitter.com/Mach1Mcl/status/1215731397396176896",,,,,,,,,,,
";2020-01-10 19:26;1;0;""None but it seems that perverted Scottish Nationalists are unable to see the simple constitutional situation. Voters in Scotland were able to participate in the 2016 UK Referendum by reason of being UK voters. BTW My tweet refers to the UK"," NOT ""the world""! Do try to focus. https://twitter.com/Superfind/status/1215509765486448643 …"";;;;""1215716680640483328"";https://twitter.com/AlanEngland4/status/1215716680640483328",,,,,,,,,,
";2020-01-10 19:20;0;1;""But all the past referenda were based on different circumstances and Scottish Referendum in 2014 may only had this outcome as that was supposedly the only way to stay in the EU28 as UK had promised to VETO Scottish application. Now UK leaves UK that threat does not work anymore."";;;;""1215714960296333313"";https://twitter.com/goldie_brigitte/status/1215714960296333313",,,,,,,,,,,
";2020-01-10 18:53;0;0;""I'm Scottish and I want a referendum. How dare you have the gall to attempt to speak in my name."";;;;""1215708150478884865"";https://twitter.com/amaginnit/status/1215708150478884865",,,,,,,,,,,
";2020-01-10 18:51;0;0;""Scottish Labour 'could back second independence referendum' https://www.theguardian.com/uk-news/2020/jan/09/scottish-labour-could-back-independence-referendum-indyref2?CMP=share_btn_tw …"";;;;""1215707830822588416"";https://twitter.com/financeandKM/status/1215707830822588416",,,,,,,,,,,
";2020-01-10 18:50;0;0;""No one I know in Scotland is in denial about Brexit"," we all know it’s happening. Brexiteers however are in denial that the Scottish people will have a second independence referendum - fact"";;;;""1215707471043596288"";https://twitter.com/aje1710/status/1215707471043596288",,,,,,,,,,
";2020-01-10 18:37;0;1;""Abuse of devolved legislation? They have a duty to act for the people of Scotland who elected them to represent us. The majority want another referendum", who do you suggest pushes for that? The UK Government? No," of course only the devolved Scottish Government can push for it."";;;;""1215704212774051840"";https://twitter.com/wordamentalist/status/1215704212774051840",,,,,,,,,
";2020-01-10 18:36;0;2;""Where I live there are Spanish", Greeks, Asian, Polish and other nationalities including English, Irish & Scottish. I have no idea what they voted," if they voted and how they feel about the referendum. Unless you advertise your opinions who would know?"";;;;""1215704010172268550"";https://twitter.com/Lauren_Beleaver/status/1215704010172268550",,,,,,
";2020-01-10 18:28;0;0;""Unlike the squeaky clean British Goverment? Corbyn wasn’t sinless"," but relentlessly being vilified by Right Wing Media he never stood a chance. Come the next Scottish Independence Referendum watch the wolves of Fleet Street gather to feed on the Yes movement. Time for Scexit."";;;;""1215702082692550656"";https://twitter.com/ModdosserStuart/status/1215702082692550656",,,,,,,,,,
";2020-01-10 18:27;0;0;""I'm not saying they'll win a referendum. I'm saying it won't put a dent in their 45% core support", which is enough to consistently win Scottish Parliament elections and GEs in Scotland. Hence," neverendum."";;;;""1215701648535887872"";https://twitter.com/casinoroyalepb/status/1215701648535887872",,,,,,,,,
";2020-01-10 18:19;0;0;""Your obsession with a second referendum and climate change overshadow the needs of the Scottish people. Your like Nigel Farage. You both have this life goal that steps on anybody in the way."";;;;""1215699799380459520"";https://twitter.com/BubbaSm46728881/status/1215699799380459520",,,,,,,,,,,
";2020-01-10 18:04;0;0;""No it's not. There's been a material change since then. We'll have a referendum when the Scottish people want it. Which is now."";;;;""1215696019746369539"";https://twitter.com/AwayFromTheKeys/status/1215696019746369539",,,,,,,,,,,
";2020-01-10 17:44;1;3;""Isn’t it amazing. We’re always reading from supporters of Scottish separation that no-one actually said that the 2014 Referendum was a once in a generation event. I’m sure this video clip shows it quite clearly. https://twitter.com/Iain_L/status/1215653447904768002 …"";;;;""1215691014888992768"";https://twitter.com/ArthurWatt8/status/1215691014888992768",,,,,,,,,,,
";2020-01-10 17:40;0;0;""English MP: I’m willing to support another Scottish independence referendum SNP: Thanks for speaking out"," your support is much appreciated English MP: I don’t think it would be better for Scotland to leave the UK SNP: How dare you tell Scotland what to do! @ theSNP # hypocrites"";;@;#;""1215689874105425921"";https://twitter.com/BilaRed/status/1215689874105425921",,,,,,,,,,
";2020-01-10 17:24;0;0;""What's the firm proposal for how we replace the monarchy? Referendums on concepts without content have turned out to be a bit dangerous. On which - by all means lets have a Scottish IndyRef2 but only with provision for a final say referendum on the separation deal if Leave win."";;;;""1215685891718553600"";https://twitter.com/spayrechaynge/status/1215685891718553600",,,,,,,,,,,
";2020-01-10 17:22;0;0;""Same as you lot", trying to hide the fact you and the other unionist party’s, promise a Scottish Parliament with full power same as Westminster, and when won referendum vote renaged on it," All BritishNationilist liars"";;;;""1215685236945715205"";https://twitter.com/GrahamMaloney8/status/1215685236945715205",,,,,,,
";2020-01-10 17:15;127;286;""Labour leadership wannabe Clive Lewis claims he is a democrat because he supports a 2nd Brexit referendum"," a 2nd Scottish referendum and a referendum on the Monarchy B**l**ks Neither he nor 99% of Labour MPs would know what democracy was if it hit or stared them in the face pic.twitter.com/Us7FKVnhcJ"";;;;""1215683523790757888"";https://twitter.com/StevieBrexit/status/1215683523790757888",,,,,,,,,,
";2020-01-10 17:04;0;1;""It cannot be compared to popular feeling on Brexit or Scottish independence. Fringe issues don't belong on a referendum. If they did"," I would try to become the Nigel Farage of reversing the smoking ban"";;;;""1215680703326756864"";https://twitter.com/adamgarriereal/status/1215680703326756864",,,,,,,,,,
";2020-01-10 17:03;1;2;""No"," federalism cannot be an option on a Scottish or Welsh independence referendum. It would require complete abolition of WM sovereignty & a written constitution setting out the powers of the federated legislatures & of the federal legislature."";;;;""1215680458975064065"";https://twitter.com/BrynTeilo/status/1215680458975064065",,,,,,,,,,
";2020-01-10 17:01;1;1;""London centric remain losers cannot be seen to support any position that Boris supports and this includes his refusal to grant another Scottish Referendum He holds the whip hand he is not going down in history as the last PM of Uk So he will not U turn"";;;;""1215680057932382208"";https://twitter.com/Glasgoweast32/status/1215680057932382208",,,,,,,,,,,
";2020-01-10 16:58;0;1;""Lashing out in all directions? Royal Family referendum"," another Scottish referendum? He would be a disaster as leader."";;;;""1215679306300645378"";https://twitter.com/skippythehorse/status/1215679306300645378",,,,,,,,,,
";2020-01-10 16:48;0;0;""Yes I do agree. He may have ruled it out for now"," doesn’t mean he will forever. I honestly don’t think another Scottish referendum will produce a different result to last time though. Scotland is far worse of financially and economically now than it was"";;;;""1215676760215474177"";https://twitter.com/_Kano_P/status/1215676760215474177",,,,,,,,,,
";2020-01-10 16:43;5;25;""The Scottish people", in 2014, voted by a huge majority, in a once in a lifetime referendum," to remain part of the UK. Scots have exercised their democratic right and this must be respected or we will remove you from office in 2021."";;;;""1215675535516405761"";https://twitter.com/WalterWhite444/status/1215675535516405761",,,,,,,
";2020-01-10 16:42;0;0;""If you spent time reading rather than talking crap you’d know Scottish gov doesn’t have the power to make that decision - there is only a mandate to ask for indyref2 - ‘Ask the UK government to give the Scottish Parliament the power to hold a referendum next year on independence’"";;;;""1215675380708913152"";https://twitter.com/Compass76680318/status/1215675380708913152",,,,,,,,,,,
";2020-01-10 16:42;0;0;""Am struggling to figure out how to message you. I would like senior party members to keep quiet in public regarding any possible future independance referendum or separate Scottish Labour Party. Those discussions should be behind closed doors with party members."";;;;""1215675291131092994"";https://twitter.com/alibalibea/status/1215675291131092994",,,,,,,,,,,
";2020-01-10 16:41;0;0;""@ BenPBradshaw for your benefit: At the 2019 General Election"," Scottish unionist parties explicitly opposed to an independence referendum on Sturgeon’s timetable took a clear majority of the vote at 54% whilst the SNP/Greens only got 46%. The SNP have no mandate."";;@;;""1215674926306189313"";https://twitter.com/k98_john/status/1215674926306189313",,,,,,,,,,
";2020-01-10 16:37;0;1;""For those arguing there's no point in Scottish independence if it remains in the EU", remind me - who did the UK government have to get permission from in order to run the Brexit referendum? That, right there," is the crux of the difference in autonomy between these 2 ""unions""."";;;;""1215674091778330624"";https://twitter.com/Alan_McWhan/status/1215674091778330624",,,,,,,,
";2020-01-10 16:32;0;0;""No"," I'm referring to ""how does Scotland earn its right to hold a second referendum without requiring permission from Westminster?"" If 80% of Scottish Westminster seats doesn't count as a mandate"," what does?"";;;;""1215672676779425797"";https://twitter.com/Alan_McWhan/status/1215672676779425797",,,,,,,,,
";2020-01-10 16:29;0;0;""Do you understand Binary......2014 we voted in a Scottish referendum to stay part of the UK...Binary .Nats would never accept the result as snp have already said so jog on nat."";;;;""1215672004671672320"";https://twitter.com/1daneman/status/1215672004671672320",,,,,,,,,,,
";2020-01-10 16:20;18;57;""Why is @ labourlewis calling for a referendum on the royal family? He didn’t respect the EU referendum result and now doesn’t respect the Scottish Independence referendum result...."";;@;;""1215669796311879681"";https://twitter.com/Cleisthenes6/status/1215669796311879681",,,,,,,,,,,
";2020-01-10 16:14;1;0;""Nicola Sturgeon", the S.N.P.’s leader, has already formally requested the Scottish parliament be given powers to hold an independence referendum. Mr. Johnson, for his part," has made clear that he intends to stand in the way of such a vote but he may not be able to block it forever"";;;;""1215668123908571148"";https://twitter.com/aljola/status/1215668123908571148",,,,,,,
";2020-01-10 16:13;0;0;""When will people recognise a referendum result it’s not Britain looking to break up the union it’s @ theSNP that’s their target always has been it always will be! Amazing to think all for what a Scottish flag a Scottish Monach surely those days are gone totally pathetic But Go Now"";;@;;""1215667918316494849"";https://twitter.com/streetwisetimes/status/1215667918316494849",,,,,,,,,,,
";2020-01-10 16:08;0;9;""I'm 100% certain that very few Scottish Labour members will vote for any leadership candidate who backs another # Scexit referendum or comes out with any more ""indipindins is inevitable"" pish like this."";;;#;""1215666747090534400"";https://twitter.com/SpawnofJustice/status/1215666747090534400",,,,,,,,,,,
";2020-01-10 15:49;0;0;""Illegal how ? Back to square one again ! Show me proof of the illegality of a Scottish referendum for the people of Scotland to decide their own future ?????"";;;;""1215662070026448901"";https://twitter.com/StevenGraham14/status/1215662070026448901",,,,,,,,,,,
";2020-01-10 15:44;0;0;""I like referenda but the issue needs to have genuine popular interest to warrant the time and expensive of a public vote. Scottish independence for example does in my view warrant a referendum sometime after this year. But there's no public interest in abolishing the monarchy"";;;;""1215660750175424512"";https://twitter.com/adamgarriereal/status/1215660750175424512",,,,,,,,,,,
";2020-01-10 15:32;0;0;""Scottish Labour 'could back second independence referendum' https://www.theguardian.com/uk-news/2020/jan/09/scottish-labour-could-back-independence-referendum-indyref2?CMP=Share_AndroidApp_Tweet …"";;;;""1215657683392573442"";https://twitter.com/Dougmbe97/status/1215657683392573442",,,,,,,,,,,
";2020-01-10 15:30;0;12;""and as much as I hate the idea of brexit - it sets precedent for a Scottish independence referendum being taken in the same manner as advisory - to actionable."";;;;""1215657176146108416"";https://twitter.com/CRobertsonUK/status/1215657176146108416",,,,,,,,,,,
";2020-01-10 15:23;0;0;""I'm a Scottish person I want a referendum."";;;;""1215655429604245511"";https://twitter.com/CharlieFarlie8/status/1215655429604245511",,,,,,,,,,,
";2020-01-10 15:23;0;1;""I’m just waiting for the referendum referendum or for you to stand as Leader of the Scottish Labour Party"";;;;""1215655329163358208"";https://twitter.com/MMcGearey/status/1215655329163358208",,,,,,,,,,,
";2020-01-10 15:21;0;0;""You could be right and that’s you’re arguing people round one practicality at a time. I tend to be with an Irish foreign correspondent who was on scottish newsnightt round the time the referendum was agreed to in 2012. He was asked his opinion on the benefits of independence."";;;;""1215654836311678976"";https://twitter.com/BikesNBukes/status/1215654836311678976",,,,,,,,,,,
";2020-01-10 15:19;1;5;""Struck me that alongside a referendum on the monarchy", Lewis backs one on Scottish independence as well as likely ones on electoral reform and EU membership. Not the lesson I'd have drawn from the last few years," we'd be exhausted!"";;;;""1215654367761780736"";https://twitter.com/jhallwood/status/1215654367761780736",,,,,,,,,
";2020-01-10 15:15;0;1;""In the EU referendum 62% of Scottish votes cast voted to stay in the EU. We are now being taken out against the majority’s will. So given that why not have # indyref2 and if it’s a no then it’s a no. Are they scared it will be a Yes? Absolutely they are!"";;;#;""1215653413364621312"";https://twitter.com/WornOutMumster/status/1215653413364621312",,,,,,,,,,,
";2020-01-10 14:48;0;0;""Presumably like the Scottish independence referendum"," only people living in the royal palaces would be eligible to vote"";;;;""1215646489269194759"";https://twitter.com/sharkastic/status/1215646489269194759",,,,,,,,,,
";2020-01-10 14:38;2;11;""Considering you are not elected to govern Scotland and so are only spouting conjecture"," we better have a referendum to ascertain if the Scottish people want one or not - eh?"";;;;""1215644130552045568"";https://twitter.com/Grouse_Beater/status/1215644130552045568",,,,,,,,,,
";2020-01-10 14:38;0;0;""That depends on you getting your independence referendum", which currently it's only (according to both Scottish and UK governments) in @ BorisJohnson's hands to grant," and he's pledged to refuse giving it..."";;@;;""1215644029561507840"";https://twitter.com/Ads20000/status/1215644029561507840",,,,,,,,,
";2020-01-10 14:38;269;771;""'The more they say no to Scotland"," the more support for Scottish independence will grow. There will be another independence referendum'. From yesterday's speech. https://twitter.com/theSNP/status/1215626088547856385 …"";;;;""1215643985416531969"";https://twitter.com/PeteWishart/status/1215643985416531969",,,,,,,,,,
";2020-01-10 14:33;1;1;""Fantastic speech by this young man. Pity Sturgeon and Blackford didn’t follow in his footsteps. Fed up of them banging on about independence"," when Scottish people voted to remain in the UK in the 2014 referendum. https://twitter.com/jamiegreeneUK/status/1215629092596469760 …"";;;;""1215642832297504773"";https://twitter.com/JeanSmi91131037/status/1215642832297504773",,,,,,,,,,
";2020-01-10 14:29;0;0;""Wait", so @ labourlewis wants a referendum on potentially the monarchy, proportional representation, maybe Europe," plus an inevitable Scottish referendum. He could hardly be called a unity candidate. Can we have them all on one voting card? # LabourLeadership # Labourpic.twitter.com/PFyVospyVs"";;@;# #;""1215641932745134081"";https://twitter.com/Ru_Richardson/status/1215641932745134081",,,,,,,
";2020-01-10 14:28;0;0;""""It’s time to move on."" From the party who squeezes the 2014 referendum into any and every Scottish political discourse. https://twitter.com/DavidMundellDCT/status/1215360407675768832?s=20 …"";;;;""1215641578288635905"";https://twitter.com/IrantAweeBit/status/1215641578288635905",,,,,,,,,,,
";2020-01-10 14:27;0;0;""Johnson on Wednesday ruled out a Scottish referendum"," saying people of Scotland voted in a ""once in a generation"" vote in 2014 to remain part of the UK."";;;;""1215641313644773376"";https://twitter.com/ning97096123/status/1215641313644773376",,,,,,,,,,
";2020-01-10 14:19;53;81;""""If a majority of MSPs in the Scottish Parliament decide to hold an independence referendum"," London will not be able to stand in our way."" - Nicola Sturgeon"," April 2003. pic.twitter.com/yu33CI0gmf"";;;;""1215639358981754880"";https://twitter.com/RevStu/status/1215639358981754880",,,,,,,,,
";2020-01-10 14:15;0;0;""Is he neutral on this one ? Or are Labour going to grow some and decide which part of this referendum they will be on Oh and does this happen before or after Scottish referendum now ?"";;;;""1215638187718119429"";https://twitter.com/twigthewonder/status/1215638187718119429",,,,,,,,,,,
";2020-01-10 14:03;0;0;""Loudmouthed Blackford at it again. No independence for Scotland on our Prime Minister‘s watch. When will he get it through his thick head"," Boris is standing by the 2014 Scottish referendum. https://twitter.com/BrexitBetrayed/status/1215376953915707401 …"";;;;""1215635399562924032"";https://twitter.com/JeanSmi91131037/status/1215635399562924032",,,,,,,,,,
";2020-01-10 14:01;0;0;""To true",the uk voted to leave as a collective it was not just a Scottish referendum,"You knew that Before you voted. The negative mind of the first minister will leave Scotland isolated from the rest of the world. No eu membership and no part of the uk. https://twitter.com/remain_uk/status/1213190834763522053 …"";;;;""1215634893272748032"";https://twitter.com/remain_uk/status/1215634893272748032",,,,,,,,,
";2020-01-10 13:58;0;0;""Speak for yourself - just", if not more," as aware of Scottish heritage as anyone. Scotland went into the Union eyes wide openand 55% voted to stay in the UK in the 'Once in a Generation' Indy Referendum. No power is denying Sovereignty - Scotland voted to stay in the UK Union"";;;;""1215633904411062272"";https://twitter.com/dealatrip/status/1215633904411062272",,,,,,,,,
";2020-01-10 13:55;0;2;""None but it seems that perverted Scottish Nationalists are unable to see the simple constitutional situation. Voters in Scotland were able to participate in the 2016 UK Referendum by reason of being UK voters. BTW My tweet refers to the UK"," NOT ""the world""! Do try to focus."";;;;""1215633346035888129"";https://twitter.com/AlanEngland4/status/1215633346035888129",,,,,,,,,,
";2020-01-10 13:49;1;0;""Sarebbe un assist importante per @ NicolaSturgeon Scottish Labour 'could back second independence referendum' https://www.theguardian.com/uk-news/2020/jan/09/scottish-labour-could-back-independence-referendum-indyref2?CMP=share_btn_tw …"";;@;;""1215631694520340481"";https://twitter.com/torillo59/status/1215631694520340481",,,,,,,,,,,
";2020-01-10 13:40;6;26;""Clive Lewis: Happy to allow referenda on Scottish independence and the monarchy -- in theory. But in practice", he was a dogged opponent of implementing the EU referendum," and abused leftists who thought otherwise. He is no friend of democracy. https://twitter.com/BBCNews/status/1215607280755990534 …"";;;;""1215629591164981248"";https://twitter.com/tfbrexit/status/1215629591164981248",,,,,,,,,
";2020-01-10 13:40;0;0;""What is it with these people who cannot help themselves but divide the country into two main opposing camps? After the huge animosity of an EU in / out referendum (and a Scottish one)"," they learn NOTHING from past experiences!!! It’s why the public will NOT elect a Labour Party. https://twitter.com/BBCNews/status/1215607280755990534 …"";;;;""1215629558856155136"";https://twitter.com/James_J_Marlow/status/1215629558856155136",,,,,,,,,,
";2020-01-10 13:39;0;1;""I'm actually OK with another Scottish Independence Referendum"," though I would be rooting for them to stay."";;;;""1215629213967011840"";https://twitter.com/DavidCatleugh/status/1215629213967011840",,,,,,,,,,
";2020-01-10 13:38;0;0;""Do you get more points in Twitter for getting to Stalin in 2 tweets? The Scottish government chose to lay the foundations of the 2014 referendum as a decision for a generation"," that was the context in which people voted. Everything since is the SNP being sore losers"";;;;""1215629021653893121"";https://twitter.com/heywoodbill/status/1215629021653893121",,,,,,,,,,
";2020-01-10 13:32;0;0;""TDLR News https://www.youtube.com/watch?v=10KDaIr121s&fbclid=IwAR2ERoS-KXmsG8sTdCnkCjEH9WahF5q6ajpRjWk3KVDUvuHjIUso9T1-Czs … I think it's possible for Nicola to ignore Boris on his rejection of another Scottish referendum & go for a referendum"," vote on EU & dec 12th."";;;;""1215627496604995589"";https://twitter.com/shellzak1966/status/1215627496604995589",,,,,,,,,,
";2020-01-10 13:24;1;0;""Scottish Labour 'could back second independence referendum' https://www.theguardian.com/uk-news/2020/jan/09/scottish-labour-could-back-independence-referendum-indyref2 …"";;;;""1215625338463707136"";https://twitter.com/Buckfast_Belch/status/1215625338463707136",,,,,,,,,,,
";2020-01-10 13:12;0;0;""Just as the Scottish Government is entitled to hold Westminster to it's vow not to take Scotland out of the EU", which was repeatedly stated by Westminster politicians throughout the referendum," why is that not enforceable as policy?"";;;;""1215622447057293312"";https://twitter.com/zenity_st/status/1215622447057293312",,,,,,,,,
";2020-01-10 13:06;0;0;""The Scottish Referendum and Brexit are similar in ways as they both involve a country leaving"," that’s why I’m comparing them."";;;;""1215620946100355073"";https://twitter.com/ZMThor/status/1215620946100355073",,,,,,,,,,
";2020-01-10 13:05;0;1;""More lies from a ex Tory mp yes they will be a referendum at which time you can say yes or no surly we can agree it's the Scottish people who decides not one party https://twitter.com/WeNeedIndyNow/status/1215617204638666752 …"";;;;""1215620559708598273"";https://twitter.com/mtba44/status/1215620559708598273",,,,,,,,,,,
";2020-01-10 13:04;0;1;""Not what I mean. I’m talking about how you think it should be the UK as a whole to decide on Scottish Independence. I’m comparing that to the Brexit referendum. Leaving the EU will affect EU countries as well as the UK. So do you think they should have had had a choice on it also"";;;;""1215620547238940673"";https://twitter.com/ZMThor/status/1215620547238940673",,,,,,,,,,,
";2020-01-10 13:02;0;1;""Call a referendum and accidentally reinstate the Scottish Queen."";;;;""1215619839164854272"";https://twitter.com/TKispeter/status/1215619839164854272",,,,,,,,,,,
";2020-01-10 13:00;0;0;""The Conservative government in Westminster don’t give a flying fuck about the “will of the Scottish people.” Neither do you", or you would be fighting for another referendum," especially since your so sure nothing has changed since 2014!"";;;;""1215619505168232449"";https://twitter.com/Penelop39117269/status/1215619505168232449",,,,,,,,,
";2020-01-10 12:51;54;66;""Stephen Kerr ex Scottish TORY MP Stirling said ""A vote for any other party in Stirling is in effect a vote to validate @ NicolaSturgeon's claim that we should have another independence referendum next year"" ""what's at stake in this election is our 312 yr old union"" @ JohnRentoulpic.twitter.com/whRpLEVTqt"";;@ @;;""1215617204638666752"";https://twitter.com/WeNeedIndyNow/status/1215617204638666752",,,,,,,,,,,
";2020-01-10 12:49;0;0;""Regardless of opinion on the subject of Scottish independence"," the people of Scotland should have the opportunity to hold a second referendum now that the circumstances within the UK have changed. https://twitter.com/OwsWills/status/1215260742116675585 …"";;;;""1215616528428806145"";https://twitter.com/Lee_OLeary_/status/1215616528428806145",,,,,,,,,,
";2020-01-10 12:45;0;3;""If the world stopped in 2014 Cameron would still be PM but in Tory fantasyland the world only stopped for the SNP. We’ve had two general elections a Scottish election and a Brexit referendum since then"," you’ve lost every one in “your” country. You are an affront to democracy! pic.twitter.com/VLKCQ6ghVZ"";;;;""1215615618440925184"";https://twitter.com/almannysbunnet/status/1215615618440925184",,,,,,,,,,
";2020-01-10 12:44;0;0;""How could Scottish referendum have mandated UK federalism?"";;;;""1215615471036313600"";https://twitter.com/Planet_Pedro/status/1215615471036313600",,,,,,,,,,,
