date,user_loc,message,full_name,country,country_code,geo_code,tidy_tweet,tokens,no_keywords,predictions,word count,neg_scores,neu_scores,pos_scores,compound_scores,latitude,longitude,address,city,City_Nation_Country,nation
2020-01-12 17:47:12,"Glasgow, Scotland",@fionahtweet @IbuMoragMartin @LesleyRiddoch @scotgov @scottishlabour @scotgp The only party who consistently offere… https://t.co/K9J0QEJvS1,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",parti consist offer,"['party', 'consistently', 'offere']","['party', 'consistently', 'offere']",1,13,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 18:12:51,"Montrose, Scotland",Just seen RLB giving her views on #indyref2 - almost word for word identical what some people he in Scottish labour… https://t.co/g7TEpxttSx,"Montrose, Scotland",United Kingdom,GB,"[-2.469539, 56.719006]",seen rlb give view almost word word ident peopl scottish labour,"['seen', 'rlb', 'giving', 'views', 'almost', 'word', 'word', 'identical', 'people', 'scottish', 'labour']","['seen', 'rlb', 'giving', 'views', 'almost', 'word', 'word', 'identical', 'people', 'labour']",1,22,0.0,1.0,0.0,0.0,56.719006,-2.469539,"8 Nursery Cres, Montrose DD10 9AU, UK",Montrose,"['Montrose', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 19:21:50,Scotland,"@jamiegreeneUK So when you won the 2014 Scottish Referendum, you hold the loser to something allegedly said in a th… https://t.co/ZvR1lgnGXw","Thornliebank, Scotland",United Kingdom,GB,"[-4.291422, 55.794269]",scottish referendum hold loser someth allegedli said,"['scottish', 'referendum', 'hold', 'loser', 'something', 'allegedly', 'said']","['referendum', 'hold', 'loser', 'something', 'allegedly', 'said']",0,21,0.362,0.638,0.0,-0.5267,55.794269,-4.291422,"1 Atholl Dr, Giffnock, Glasgow G46 6QL, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 19:24:34,Kirkcaldy,@Sharonwifey @NeilFindlay_MSP If all that’s offered in #indyref2 is swapping the union flag for a saltire and nothi… https://t.co/8zTO4AyqOd,"Kirkcaldy, Scotland",United Kingdom,GB,"[-3.166795, 56.117733]",offer swap union flag saltir nothi,"['offered', 'swapping', 'union', 'flag', 'saltire', 'nothi']","['offered', 'swapping', 'union', 'flag', 'saltire', 'nothi']",1,19,0.0,1.0,0.0,0.0,56.117733,-3.166795,"99 Balfour St, Kirkcaldy KY2 5HD, UK",Kirkcaldy,"['Kirkcaldy', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 19:36:39,"Somewhere Far, Far, Far Away!","@almostoneword @DeltaNC @daisychain241 @SkyNews @jeremycorbyn I'm not saying dont have the vote, I just dont buy in… https://t.co/hQ68hYDHnt","Gosport, England",United Kingdom,GB,"[-1.149198, 50.808838]",say dont vote dont buy,"['saying', 'dont', 'vote', 'dont', 'buy']","['saying', 'dont', 'vote', 'dont', 'buy']",0,18,0.0,1.0,0.0,0.0,50.808838,-1.149198,"81 Chantry Rd, Gosport PO12 4NB, UK",Gosport,"['Gosport', 'England', 'United Kingdom']",England
2020-01-12 19:38:05,"Glasgow, Scotland",#ScottishIndependence 🏴󠁧󠁢󠁳󠁣󠁴󠁿 supporters march through rainy #Glasgow streets | UK News | Sky News https://t.co/uKtEVBzUE6,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",support march raini street news sky news,"['supporters', 'march', 'rainy', 'streets', 'news', 'sky', 'news']","['supporters', 'march', 'rainy', 'streets', 'news', 'sky', 'news']",0,15,0.0,0.69,0.31,0.4019,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 20:11:19,"Accrington, England","Just pulled this of @Iromg feed about Scottish independence.

Yes Callum, you have a government and a population fu… https://t.co/fUsq44Evi8","Benidorm, Spain",Spain,ES,"[-0.126504, 38.555706]",pull feed scottish independ ye callum govern popul,"['pulled', 'feed', 'scottish', 'independence', 'yes', 'callum', 'government', 'population']","['pulled', 'feed', 'yes', 'callum', 'government', 'population']",0,20,0.0,1.0,0.0,0.0,38.555706,-0.126504,"CV-753, 03502 Benidorm, Alicante, Spain",,"[None, 'Comunidad Valenciana', 'Spain']",Comunidad Valenciana
2020-01-12 20:16:05,"Scotland, Europe","""Festival of Brexit"" set for 2022.

Scotland'll have binned yous off by then. #indyref2","Dundee, Scotland",United Kingdom,GB,"[-2.955045, 56.476952]",festiv brexit set scotland bin you,"['festival', 'brexit', 'set', 'scotland', 'binned', 'yous']","['festival', 'brexit', 'set', 'binned', 'yous']",0,14,0.0,1.0,0.0,0.0,56.476952,-2.955045,"2 Duff St, Dundee DD4 7AN, UK",Dundee,"['Dundee', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 20:44:01,"Chapelhall, Scotland","@gafordyce @EU_Remain_2017 Then we won’t have indyref2, it will be a straight forward #DissolveTheUKUnion Election.","Chapelhall, Scotland",United Kingdom,GB,"[-3.948217, 55.842817]",indyref straight forward elect,"['indyref', 'straight', 'forward', 'election']","['straight', 'forward', 'election']",1,15,0.0,0.612,0.388,0.2263,55.842817,-3.948217,"75 Asher Rd, Chapelhall, Airdrie ML6 8TA, UK",Airdrie,"['Airdrie', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 20:51:32,SCOTLAND,@FunSoph What better way to celebrate the year the Union is dissolved #indyref2,"East Calder, Scotland",United Kingdom,GB,"[-3.457664, 55.893008]",better way celebr year union dissolv,"['better', 'way', 'celebrate', 'year', 'union', 'dissolved']","['better', 'way', 'celebrate', 'year', 'union', 'dissolved']",0,13,0.0,0.633,0.3670000000000001,0.4404,55.893008,-3.457664,"230 Mansefield, East Calder, Livingston EH53 0JJ, UK",Livingston,"['Livingston', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 20:55:44,"Brussels, Truro, Barcelona.","100,000 march for Scottish independence in Glasgow on Saturday. 

@AUOBALBA @AUOBCymru https://t.co/VmaMBVhY14","Pisa, Tuscany",Italy,IT,"[10.362974, 43.666178]",march scottish independ glasgow saturday,"['march', 'scottish', 'independence', 'glasgow', 'saturday']","['march', 'glasgow', 'saturday']",1,12,0.0,1.0,0.0,0.0,43.666178,10.362974,"E80, 56122 Pisa PI, Italy",,"[None, 'Toscana', 'Italy']",Toscana
2020-01-12 21:41:44,World,@Rupertsmum1953 We shall not forget that nor Cambridge Analytica nor The lies WM has brought over to the North of t… https://t.co/yIYKSD6L7i,"Ålesund, Norway",Norway,NO,"[6.311952, 62.464714]",shall forget cambridg analytica lie brought north,"['shall', 'forget', 'cambridge', 'analytica', 'lies', 'brought', 'north']","['shall', 'forget', 'cambridge', 'analytica', 'lies', 'brought', 'north']",0,22,0.241,0.759,0.0,-0.2263,62.464714,6.311952,"Sjukehuslomma, Ålesund, Norway",,"[None, 'Møre og Romsdal', 'Norway']",Møre og Romsdal
2020-01-12 21:45:06,,"I do not care what you say mr greene, or the SNP for that matter. The UK is still a democracy, the union is just th… https://t.co/ww3fZSFUJb","East Calder, Scotland",United Kingdom,GB,"[-3.457664, 55.893008]",care say green snp matter still democraci union,"['care', 'say', 'greene', 'snp', 'matter', 'still', 'democracy', 'union']","['care', 'say', 'greene', 'snp', 'matter', 'still', 'democracy', 'union']",0,27,0.0,0.583,0.417,0.5106,55.893008,-3.457664,"230 Mansefield, East Calder, Livingston EH53 0JJ, UK",Livingston,"['Livingston', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 21:51:34,South Bristol. UK,"BBC News - Alister Jack: SNP victory 'will not be mandate for indyref2'
https://t.co/fTZFxLZjSb","Bristol, England",United Kingdom,GB,"[-2.58539, 51.457877]",bbc news alist jack snp victori mandat indyref,"['bbc', 'news', 'alister', 'jack', 'snp', 'victory', 'mandate', 'indyref']","['bbc', 'news', 'alister', 'jack', 'snp', 'victory', 'mandate']",0,14,0.0,1.0,0.0,0.0,51.457877,-2.58539,"22 Brigstowe St, Bristol BS1 3BH, UK",Bristol,"['Bristol', 'England', 'United Kingdom']",England
2020-01-12 22:10:26,"Glasgow, Scotland","Alister 'Union' Jack effectively said-
1. There is no mandate for #indyref2 
2. Even outright majority for @theSNP… https://t.co/D9z4KTOlqH","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",alist union jack effect said mandat even outright major,"['alister', 'union', 'jack', 'effectively', 'said', 'mandate', 'even', 'outright', 'majority']","['alister', 'union', 'jack', 'effectively', 'said', 'mandate', 'even', 'outright', 'majority']",0,19,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 22:23:05,"Glasgow, Scotland","Forget any talk of ""union""

This is a blatant admission that Scotland has been subsumed &amp; subjugated

The good news… https://t.co/W6d08dexKu","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",forget talk union blatant admiss scotland subsum subjug good news,"['forget', 'talk', 'union', 'blatant', 'admission', 'scotland', 'subsumed', 'subjugated', 'good', 'news']","['forget', 'talk', 'union', 'blatant', 'admission', 'subsumed', 'subjugated', 'good', 'news']",1,21,0.14800000000000002,0.625,0.227,0.25,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 23:16:42,"Aberystwyth, Cymru",First Scottish independence one I ever went to. Would happily come to another! https://t.co/3jotiv4klB,"Wales, United Kingdom",United Kingdom,GB,"[-4.001617, 52.404436]",first scottish independ one ever went would happili come anoth,"['first', 'scottish', 'independence', 'one', 'ever', 'went', 'would', 'happily', 'come', 'another']","['first', 'one', 'ever', 'went', 'would', 'happily', 'come', 'another']",0,14,0.0,1.0,0.0,0.0,52.404436,-4.001617,"Unnamed Road, Aberystwyth SY23 4EL, UK",Aberystwyth,"['Aberystwyth', 'Wales', 'United Kingdom']",Wales
2020-01-12 23:23:26,,A double-hard sell? Since neither Brexit nor Britishness are held in great affection by a majority of Scots. (A mod… https://t.co/AHgknjNJZ8,"Scotland, United Kingdom",United Kingdom,GB,"[-4.200441, 57.739454]",doubl hard sell sinc neither brexit british held great affect major scot mod,"['double', 'hard', 'sell', 'since', 'neither', 'brexit', 'britishness', 'held', 'great', 'affection', 'majority', 'scots', 'mod']","['double', 'hard', 'sell', 'since', 'neither', 'brexit', 'britishness', 'held', 'great', 'affection', 'majority', 'scots', 'mod']",0,21,0.085,0.667,0.248,0.5719,57.739454,-4.200441,"Unnamed Road, Invergordon IV18 0PF, UK",Invergordon,"['Invergordon', 'Scotland', 'United Kingdom']",Scotland
2020-01-12 23:40:41,Scotland,Think this might be my most flowery take down ever 🤣 #indyref2 https://t.co/HJ4biZuHgU,"Coatbridge, Scotland",United Kingdom,GB,"[-4.031101, 55.859916]",think might floweri take ever,"['think', 'might', 'flowery', 'take', 'ever']","['think', 'might', 'flowery', 'take', 'ever']",0,13,0.0,1.0,0.0,0.0,55.859916,-4.031101,"73 Kirk St, Coatbridge ML5 1BP, UK",Coatbridge,"['Coatbridge', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 00:22:07,Edinbugh,"Aye that'll be shinning fanny baws Scotland will be free
Alister Jack: SNP victory 'will not be mandate for indyref… https://t.co/qm6gDIT35F","Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",aye shin fanni baw scotland free alist jack snp victori mandat indyref,"['aye', 'shinning', 'fanny', 'baws', 'scotland', 'free', 'alister', 'jack', 'snp', 'victory', 'mandate', 'indyref']","['aye', 'shinning', 'fanny', 'baws', 'free', 'alister', 'jack', 'snp', 'victory', 'mandate']",0,21,0.0,0.769,0.231,0.5106,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 01:07:36,"Glasgow, Scotland",You love to see it! #indyref2 #ItsTime https://t.co/T1fVChL8Lo,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",love see,"['love', 'see']","['love', 'see']",0,8,0.0,0.192,0.8079999999999999,0.6369,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 01:22:01,"Kingdom of Fife, Scotland",This! #Indyref2 #FreeTheUnicorn #DissolveTheUnion 🏴󠁧󠁢󠁳󠁣󠁴󠁿 https://t.co/uizwxIKz0k,"Anstruther, Scotland",United Kingdom,GB,"[-2.696332, 56.223206]",,[],[],1,6,0.0,0.0,0.0,0.0,56.223206,-2.696332,"1 Union Pl, Anstruther KY10 3HQ, UK",Anstruther,"['Anstruther', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 01:28:53,,"If you want some some mild amusement, followed very quickly by a  massive panic attack about one possible future fo… https://t.co/hDTlhLTIdX","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",want mild amus follow quickli massiv panic attack one possibl futur,"['want', 'mild', 'amusement', 'followed', 'quickly', 'massive', 'panic', 'attack', 'one', 'possible', 'future']","['want', 'mild', 'amusement', 'followed', 'quickly', 'massive', 'panic', 'attack', 'one', 'possible', 'future']",0,21,0.408,0.51,0.083,-0.7269,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 01:31:01,,"@grahamjf @rosscolquhoun @deemac1960 If you want some some mild amusement, followed quickly by a  massive panic att… https://t.co/xUUGOgkqqT","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",want mild amus follow quickli massiv panic att,"['want', 'mild', 'amusement', 'followed', 'quickly', 'massive', 'panic', 'att']","['want', 'mild', 'amusement', 'followed', 'quickly', 'massive', 'panic', 'att']",0,18,0.311,0.5660000000000001,0.123,-0.4588,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 02:29:00,England,"@moaningminnie6 @Iromg The Scots live in a NON Sovereign State of which only 25% are in favour of a SECOND ""Once in… https://t.co/5U3ioqzWnA","Warwick, England",United Kingdom,GB,"[-1.574246, 52.280296]",scot live non sovereign state favour second,"['scots', 'live', 'non', 'sovereign', 'state', 'favour', 'second']","['scots', 'live', 'non', 'sovereign', 'state', 'favour', 'second']",0,23,0.0,0.674,0.326,0.4404,52.280296,-1.574246,"112 Myton Rd, Warwick CV34 6PR, UK",Warwick,"['Warwick', 'England', 'United Kingdom']",England
2020-01-13 02:33:36,,I am no big fan of Nicola but this is literal abuse. #indyref2 https://t.co/7CyPcLEbWV,"Dedridge, Scotland",United Kingdom,GB,"[-3.507624, 55.879685]",big fan nicola liter abus,"['big', 'fan', 'nicola', 'literal', 'abuse']","['big', 'fan', 'nicola', 'literal', 'abuse']",0,14,0.0,0.635,0.365,0.3182,55.879685,-3.507624,"159 Nigel Rise, Livingston EH54 6LT, UK",Livingston,"['Livingston', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 07:17:43,Edinburgh,@MaleHumanPerso1 @minimojo00 @TheScotsman Your no vote has been respected but you must stop disrespecting the votes… https://t.co/uDFBcoZGhP,"Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",vote respect must stop disrespect vote,"['vote', 'respected', 'must', 'stop', 'disrespecting', 'votes']","['vote', 'respected', 'must', 'stop', 'disrespecting', 'votes']",0,17,0.45,0.27,0.279,-0.2263,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 08:54:20,"Birmingham, Ayr or Edinburgh",Alister Jack claims indyref2 won't happen in Nicola Sturgeon's lifetime https://t.co/bzX0DmZepX,"Birmingham, England",United Kingdom,GB,"[-1.89064, 52.493966]",alist jack claim indyref happen nicola sturgeon lifetim,"['alister', 'jack', 'claims', 'indyref', 'happen', 'nicola', 'sturgeon', 'lifetime']","['alister', 'jack', 'claims', 'happen', 'nicola', 'sturgeon', 'lifetime']",1,11,0.0,1.0,0.0,0.0,52.493966,-1.89064,"44 Bracebridge St, Birmingham B6 4PE, UK",Birmingham,"['Birmingham', 'England', 'United Kingdom']",England
2020-01-13 08:55:15,"Birmingham, Ayr or Edinburgh",Defiant AUOB marchers 'show indyref2 objections are untenable' https://t.co/xmaHkCXK44,"Birmingham, England",United Kingdom,GB,"[-1.89064, 52.493966]",defiant auob marcher show indyref object unten,"['defiant', 'auob', 'marchers', 'show', 'indyref', 'objections', 'untenable']","['defiant', 'auob', 'marchers', 'show', 'objections', 'untenable']",0,9,0.241,0.759,0.0,-0.2263,52.493966,-1.89064,"44 Bracebridge St, Birmingham B6 4PE, UK",Birmingham,"['Birmingham', 'England', 'United Kingdom']",England
2020-01-13 08:58:40,"Pimlico Village, London",A very good analysis if the routes to #indyref2020 #indyref2 and Scotland’s independence. https://t.co/UYL6BsNBFb,"London, England",United Kingdom,GB,"[-0.148936, 51.500092]",good analysi rout scotland independ,"['good', 'analysis', 'routes', 'scotland', 'independence']","['good', 'analysis', 'routes']",1,14,0.0,0.58,0.42,0.4404,51.500092,-0.148936,"21 Grosvenor Pl, Belgravia, London SW1X 7EA, UK",London,"['London', 'England', 'United Kingdom']",England
2020-01-13 09:40:54,"Scotland, EU",@jhalley73 @esta_x4 @duncan_on @AUOBALBA I think I won’t be the only one to assess what and who you are by what you… https://t.co/XF421cWCGq,"Stewarton, Scotland",United Kingdom,GB,"[-4.515029, 55.681607]",think one assess,"['think', 'one', 'assess']","['think', 'one', 'assess']",1,23,0.0,1.0,0.0,0.0,55.681607,-4.515029,"3 Avenue St, Stewarton, Kilmarnock KA3 5AP, UK",Kilmarnock,"['Kilmarnock', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 09:42:47,,@PaulWheelhouse All your accusations are correct but that still doesn’t mean he can’t put the mockers on indyref2,"Wan Chai District, Hong Kong",Hong Kong,HK,"[114.185178, 22.271674]",accus correct still mean put mocker indyref,"['accusations', 'correct', 'still', 'mean', 'put', 'mockers', 'indyref']","['accusations', 'correct', 'still', 'mean', 'put', 'mockers']",0,18,0.231,0.769,0.0,-0.2023,22.271674,114.185178,"22 Ventris Rd, Happy Valley, Hong Kong",,"[None, 'Hong Kong Island', 'Hong Kong']",Hong Kong Island
2020-01-13 10:00:26,Lenzie,@Macnessie No doubt this is much more important to Ian Murray than Scottish independence.,"Kirkintilloch, Scotland",United Kingdom,GB,"[-4.145042, 55.931524]",doubt much import ian murray scottish independ,"['doubt', 'much', 'important', 'ian', 'murray', 'scottish', 'independence']","['doubt', 'much', 'important', 'ian', 'murray']",1,14,0.294,0.706,0.0,-0.3612,55.931524,-4.145042,"82 Loch Rd, Kirkintilloch, Glasgow G66 3EE, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 10:08:31,"Glasgow, Scotland","@Feorlean @joannaccherry @ScotSecofState Here is the thing... 

The right of the people of Scotland to vote has not… https://t.co/SlZAcGc7kY","Cambuslang, Scotland",United Kingdom,GB,"[-4.172646, 55.820916]",thing right peopl scotland vote,"['thing', 'right', 'people', 'scotland', 'vote']","['thing', 'right', 'people', 'vote']",0,19,0.0,1.0,0.0,0.0,55.820916,-4.172646,"Somervill Trading Estate, Somervell St, Cambuslang, Glasgow G72 7EB, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 10:10:24,"Scotland, EU","#indyref2 @theSNP @ScotSecofState 

Salmonds “Once in a generation” was not in S30 order or Edinburgh Agreement

It… https://t.co/LoDzm61vSK","Stewarton, Scotland",United Kingdom,GB,"[-4.515029, 55.681607]",salmond gener order edinburgh agreement,"['salmonds', 'generation', 'order', 'edinburgh', 'agreement']","['salmonds', 'generation', 'order', 'edinburgh', 'agreement']",0,18,0.0,0.556,0.444,0.4939,55.681607,-4.515029,"3 Avenue St, Stewarton, Kilmarnock KA3 5AP, UK",Kilmarnock,"['Kilmarnock', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 10:46:44,"Glasgow, Scotland",Joyous and civic British nationalism. #indyref2 #ItsTime #AUOBGlasgow https://t.co/xbe43G0k5y,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",joyou civic british nation,"['joyous', 'civic', 'british', 'nationalism']","['joyous', 'civic', 'british', 'nationalism']",1,9,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 10:47:49,"Glasgow, Scotland",More joyous and civic British nationalism. #indyref2 #ItsTime #AUOBGlasgow https://t.co/o9rDjP7kFs,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",joyou civic british nation,"['joyous', 'civic', 'british', 'nationalism']","['joyous', 'civic', 'british', 'nationalism']",1,10,0.0,1.0,0.0,0.0,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 10:49:47,HAWICK,"What a complete and utter waste of money. The sooner Scotland breaks away, the better. Bring on our independence re… https://t.co/GmaEHvYWS6","Hawick, Scotland",United Kingdom,GB,"[-2.772015, 55.428405]",complet utter wast money sooner scotland break away better bring independ,"['complete', 'utter', 'waste', 'money', 'sooner', 'scotland', 'breaks', 'away', 'better', 'bring', 'independence']","['complete', 'utter', 'waste', 'money', 'sooner', 'breaks', 'away', 'better', 'bring']",0,21,0.0,0.775,0.225,0.4404,55.428405,-2.772015,"100A Weensland Rd, Hawick TD9 9PQ, UK",Hawick,"['Hawick', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 11:33:30,"Wick,Caithness",@BrianWhittle @Mike_Blackley We were cheated and lied to in both 2014 and 2016 and the EU ref was invalid due to il… https://t.co/PSqZbYRE4i,"Wick, Scotland",United Kingdom,GB,"[-3.087074, 58.439942]",cheat lie ref invalid due,"['cheated', 'lied', 'ref', 'invalid', 'due']","['cheated', 'lied', 'ref', 'invalid', 'due']",0,23,0.429,0.5710000000000001,0.0,-0.4588,58.439942,-3.087074,"2 Rose St, Wick KW1 5EX, UK",Wick,"['Wick', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 11:37:24,St Leonards-On-Sea\East Sussex,The crisis of the UK intensifies after Glasgow IndyRef2 march https://t.co/rMixE89W4a,"Hastings, England",United Kingdom,GB,"[0.565823, 50.871792]",crisi intensifi glasgow indyref march,"['crisis', 'intensifies', 'glasgow', 'indyref', 'march']","['crisis', 'intensifies', 'glasgow', 'march']",1,11,0.0,1.0,0.0,0.0,50.871792,0.565823,"150 St Helen's Rd, Hastings TN34 2EH, UK",Hastings,"['Hastings', 'England', 'United Kingdom']",England
2020-01-13 12:20:12,"Edinburgh, Scotland",@theSNP @scotgov @policescotland who’s responsible for the lack of Police Officers available to investigate crime i… https://t.co/8K61qgz6kv,"Edinburgh, Scotland",United Kingdom,GB,"[-3.203008, 55.943196]",respons lack polic offic avail investig crime,"['responsible', 'lack', 'police', 'officers', 'available', 'investigate', 'crime']","['responsible', 'lack', 'police', 'officers', 'available', 'investigate', 'crime']",0,17,0.537,0.463,0.0,-0.7003,55.943196,-3.203008,"7 Brougham St, Edinburgh EH3 9JS, UK",Edinburgh,"['Edinburgh', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 12:20:47,"Aberdeen,Scotland,EU","@AnnieWellsMSP You asked, we voted, we said no to Tories and yes to #indyref2 https://t.co/7Ucq6sZ8pu","Bucksburn, Scotland",United Kingdom,GB,"[-2.201773, 57.188776]",ask vote said tori ye,"['asked', 'voted', 'said', 'tories', 'yes']","['asked', 'voted', 'said', 'tories', 'yes']",0,15,0.0,1.0,0.0,0.0,57.188776,-2.201773,"Dyce Drive, Aberdeen AB21 9SJ, UK",Aberdeen,"['Aberdeen', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 12:33:00,,@jessphillips The second time you've disengenously attacked a leadership candidate for saying that wouldn't block… https://t.co/4BqTuxHpgX,"Poplar, London",United Kingdom,GB,"[-0.03502, 51.51483]",second time disengen attack leadership candid say block,"['second', 'time', 'disengenously', 'attacked', 'leadership', 'candidate', 'saying', 'block']","['second', 'time', 'disengenously', 'attacked', 'leadership', 'candidate', 'saying', 'block']",0,16,0.5,0.5,0.0,-0.7184,51.51483,-0.03502,"Regent's Canal,, Limehouse, London E14 7TZ, UK",London,"['London', 'England', 'United Kingdom']",England
2020-01-13 12:36:16,Scotland ,"This is utterly depressing 😳

https://t.co/XulTsUMgix","Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",utterli depress,"['utterly', 'depressing']","['utterly', 'depressing']",1,6,0.762,0.238,0.0,-0.4939,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 12:47:58,"Kirkcaldy, Scotland","@JamesMelville It's time for Scottish Independence, an indy Scotland inside the EU is what I want but main thing is… https://t.co/6h9sCFKHAP","Kirkcaldy, Scotland",United Kingdom,GB,"[-3.166795, 56.117733]",time scottish independ indi scotland insid want main thing,"['time', 'scottish', 'independence', 'indy', 'scotland', 'inside', 'want', 'main', 'thing']","['time', 'indy', 'inside', 'want', 'main', 'thing']",1,21,0.0,0.86,0.14,0.0772,56.117733,-3.166795,"99 Balfour St, Kirkcaldy KY2 5HD, UK",Kirkcaldy,"['Kirkcaldy', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 12:49:38,Scotland,@RobBurl @Jo_Coburn @SteveBakerHW @SarahbaxterSTM @FisherAndrew79 @AnnelieseDodds 2 Labour 2 Tory. No @theSNP as usual! #indyref2,"Fort William, Scotland",United Kingdom,GB,"[-5.116402, 56.807712]",labour tori usual,"['labour', 'tory', 'usual']","['labour', 'tory', 'usual']",0,15,0.0,1.0,0.0,0.0,56.807712,-5.116402,"9 Zetland Ave, Fort William PH33 6LL, UK",Fort William,"['Fort William', 'Scotland', 'United Kingdom']",Scotland
2020-01-13 13:07:05,Manchester. ,RLB said she supports indyref2 but would campaign for maintaining the Union. Why is that a bad thing exactly? Its a… https://t.co/tOqpoyqov4,"Sale, England",United Kingdom,GB,"[-2.326774, 53.400199]",rlb said support indyref would campaign maintain union bad thing exactli,"['rlb', 'said', 'supports', 'indyref', 'would', 'campaign', 'maintaining', 'union', 'bad', 'thing', 'exactly']","['rlb', 'said', 'supports', 'would', 'campaign', 'maintaining', 'union', 'bad', 'thing', 'exactly']",0,22,0.23,0.5920000000000001,0.17800000000000002,-0.2023,53.400199,-2.326774,"23 Oakleigh Ave, Timperley, Altrincham WA15 6QT, UK",Altrincham,"['Altrincham', 'England', 'United Kingdom']",England
2020-01-13 13:16:01,Omicron Persei 8,Ever labour leader hopeful still looks like a bag of dog shit when asked about Scottish independence,"Glasgow, Scotland",United Kingdom,GB,"[-4.241751, 55.858303]",ever labour leader hope still look like bag dog shit ask scottish independ,"['ever', 'labour', 'leader', 'hopeful', 'still', 'looks', 'like', 'bag', 'dog', 'shit', 'asked', 'scottish', 'independence']","['ever', 'labour', 'leader', 'hopeful', 'still', 'looks', 'like', 'bag', 'dog', 'shit', 'asked']",0,17,0.189,0.526,0.284,0.2023,55.858303,-4.241751,"Blackfriars Street, Glasgow G1 1PU, UK",Glasgow,"['Glasgow', 'Scotland', 'United Kingdom']",Scotland
